id,entityName,registerDateMinistry,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21,,,
1,Polska Kompania Doradcza Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Nie,,,,,,,,,,,,,,,,,,,,1,,,,,,
2,Pleon Sp. z o.o.,2006-03-14,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Majchrzak Krzysztof,b.d.,Nie,Nie dotyczy,Ministerstwo Sportu i Turystyki,Tak,Krzysztof Majchrzak,Sekcja Ratująca Międzyszkolny Ośrodek Sportowy nr 5 w Instytucie Reumatologii,7/2/2011,26/4/2011,Działalność na rzecz ratowania Międzyszkolnego Ośrodka Sportowego nr 5 w Instytucje Reumatologii w Warszawie,,,,,,,,,,1,,,,,,,,1,,,
192,Polska Izba Handlu,2011-02-11,Tak,II - Zatrudnieni lobbyści oraz stowarzyszenia branżowe/przemysłowe/zawodowe,"Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa",Tak,Waldemar Nowakowski,Tradis Sp. z o.o.; Interchem S.A; Delko S.A; Stokrotka Sp. z o.o.; Def Sp. z o.o.; Detal Koncept Sp. z o.o.; Jedynka S.A. Lewiatan Holding S.A.; Piotr i Paweł S.A.; Powszechna Spółdzielnia Społem; Polski Tytoń S.A.; Ambra Sp z o.o.,20/1/2012,31/12/2012,Lobbowanie na rzecz polskiego handlu z tradycjami,,,,1,,1,,,,,,,1,,,,,,,,
192,Polska Izba Handlu,2011-02-11,Tak,II - Zatrudnieni lobbyści oraz stowarzyszenia branżowe/przemysłowe/zawodowe,"Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa",Tak,Małgorzata Więch,Tradis Sp. z o.o.; Interchem S.A; Delko S.A; Stokrotka Sp. z o.o.; Def Sp. z o.o.; Detal Koncept Sp. z o.o.; Jedynka S.A. Lewiatan Holding S.A.; Piotr i Paweł S.A.; Powszechna Spółdzielnia Społem; Polski Tytoń S.A.; Ambra Sp z o.o.,20/1/2012,31/12/2012,Lobbowanie na rzecz polskiego handlu z tradycjami,,,,1,,1,,,,,,,1,,,,,,,,
192,Polska Izba Handlu,2011-02-11,Tak,II - Zatrudnieni lobbyści oraz stowarzyszenia branżowe/przemysłowe/zawodowe,"Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa",Tak,Marcin Kraszewski,"Bać-Pol Sp. z o.o.; Jedynka S.A.; Chata Polska S.A.; Dominium S.A., Lewiatan; Partnerski Serwis Detaliczny; Rydz; KZRSS ""Społem""; Stokrotka Sp. z o.o.; Tradis; Def Sp. z o.o.; Ambra Sp. z o.o.; Detal Koncept Sp. z o.o.; ""Piotr i Paweł"" S.A.; Makarony Polskie S.A.; PHP Polski Tytoń S.A.; Comex P.H.M.W. Wcisło; MK Więch Sp. j.; Euro Sklep Sp. z o.o.; Rabat Detal Sp. z o.o.; Łódzki Rynek Hurtowy S.A.; Dak",3/1/2013,31/12/2013,Wykonywanie działalności lobbingowej na rzecz handlu,,,,1,,1,,,,,,,1,,,,,,,,
192,Polska Izba Handlu,2011-02-11,Tak,II - Zatrudnieni lobbyści oraz stowarzyszenia branżowe/przemysłowe/zawodowe,"Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa",Tak,Iwona Rowińska,"Bać-Pol Sp. z o.o.; Jedynka S.A.; Chata Polska S.A.; Dominium S.A., Lewiatan; Partnerski Serwis Detaliczny; Rydz; KZRSS ""Społem""; Stokrotka Sp. z o.o.; Tradis; Def Sp. z o.o.; Ambra Sp. z o.o.; Detal Koncept Sp. z o.o.; ""Piotr i Paweł"" S.A.; Makarony Polskie S.A.; PHP Polski Tytoń S.A.; Comex P.H.M.W. Wcisło; MK Więch Sp. j.; Euro Sklep Sp. z o.o.; Rabat Detal Sp. z o.o.; Łódzki Rynek Hurtowy S.A.; Dak",11/1/2013,31/12/2013,Wykonywanie działalności lobbingowej na rzecz handlu,,,,1,,1,,,,,,,1,,,,,,,,
192,Polska Izba Handlu,2011-02-11,Tak,II - Zatrudnieni lobbyści oraz stowarzyszenia branżowe/przemysłowe/zawodowe,"Ministerstwo Finansów, Ministerstwo Infrastruktury i Budownictwa",Tak,Maciej Ptaszyński,"Lewiatan Holding S.A., Piotr i Paweł S.A., KZRSS Społem",6/3/2015,31/12/2015,Reprezentowanie interesów polskiego handlu,,,,1,,1,,,,,,,1,,,,,,,,
193,Kancelaria Adwokacka Katarzyna Bondaryk,2011-02-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Vision Group Sp. z o.o.,2011-02-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
195,ASCON Communications & Consulting Agency Małgorzata Szelewicka,2011-02-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Sylwester Gralewski,2011-03-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Eliza Walczak,2011-03-10,Nie,Nie dotyczy,"Ministerstwo Edukacji Narodowej, Ministerstwo Spraw Wewnętrznych",Tak,Eliza Walczak,Michael F. Corral - organizacja WAMM; Rick Dublin - organizacja MAPS; Boaz Wechtel - organizacja ALE YAROK,25/3/2011,10/6/2011,Dostęp pacjentów do niestandardowych terapii i programów leczniczych,,,,,,,,,,1,,,,,,,,,,,
197,Eliza Walczak,2011-03-10,Nie,Nie dotyczy,"Ministerstwo Edukacji Narodowej, Ministerstwo Spraw Wewnętrznych",Tak,Eliza Walczak,Fundacja ZEST - Zjednoczone Experymenty Społecznej Tolerancji; O'Shaughnessy's Instytut; NIKKEN LTD,25/5/2012,31/12/2012,"Gwarancje praw pacjenta, regulacja dostępu do świadczeń zdrowotnych zgodnych ze standartami EU i aktualnym stanem wiedzy",1,,,,,,,,,,,,,,,,,,,,
198,Kancelaria Adwokacka Andrzej Kurkiewicz,2011-04-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Kancelaria Prawna Honestum Radosław Olszewski,2011-04-29,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Miszkurka Janusz,2011-05-18,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Forum Pokrzywdzonych przez Państwo Małgorzata Karolczyk–Pundyk,2011-05-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Małgorzata Karolczyk-Pundyk,GOKA Grzegorz Pundyk,28/2/2012,31/12/2012,Wprowadzenie edukacji prawnej do szkół. Zmiana ustawy z dnia 07.09.1991 r. o systemie oświaty,,,,,,,,,,,,,,,,,,,,,
202,Konrad Marek Misiak Lex Signum Kancelaria Adwokacka,2011-05-30,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Mac Management,2011-07-21,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Kancelaria Radców Prawnych i Adwokatów Głuchowski Siemiątkowski Zwara i Partnerzy,2011-08-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Marcin Szczęsny,2011-09-09,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Marek Dębiński,2011-09-09,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Cierpiałowski Michał Quality Assurance Poland,2011-09-13,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Justyna Skowrońska–Ciołek,2011-10-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Wojciech Eugeniusz Ciołek,2011-10-03,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Tomasz Eichler,2011-10-04,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Domański Podraza Dopierała Radcy Prawni i Adwokaci spółka partnerska,2011-10-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Dopierała,PMG PLAY Sp. z o.o.,25/5/2015,31/12/2015,Swoboda działalności gospodarczej w zakresie działalności hazardowej,,,,,,,,,,,,,,,,,,,,,
211,Domański Podraza Dopierała Radcy Prawni i Adwokaci spółka partnerska,2011-10-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Robert Dopierała,SILESIAPLAY Sp. z o.o.,12/4/2016,31/12/2016,"Działalność hazardowa, uregulowanie zasad jej prowadzenia, etc.",,,,,,,,,,,,,,,,,,,,,
212,Kancelaria Radców Prawnych Kawczyński Korytkowska Partyka spółka partnerska,2011-10-28,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Kawczyński,"Poland Fur Production Sp. z o.o., Joni Mink van Ansem Sp.j.",8/6/2015,31/12/2015,"Ochrona interesów podmiotów prowadzących działalność gospodarczą oraz działy specjalne produkcji rolnej, w związku z wprowadzeniem w Polsce regulacji podatkowych, które mogą negatywnie wpłynąć na ich działalność",,,,,,,,,,,,,,,,,,,,,
213,Piotr Budnik,2011-11-07,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Matczuk Wieczorek i Wspólnicy Kancelaria Adwokatów i Radców Prawnych Spółka jawna,2011-11-07,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Tomasz Matczuk,JPMorgan Asset Management Europe S.a.r.l.; Raiffeisen Kapitalanage Gesellschaft mBH; World Investment Opportunities SICAV,4/10/2012,31/12/2012,"Dostosowanie polskich regulacji prawnych z zakresu funduszy inwestycyjnych do regulacji europejskich w pełnym zakresie, oraz zapewnienie równorzędnego traktowania polskich funduszy inwestycyjnych, oraz funduszy zagranicznych",,,,,,,,,,,,,,,,,,,,,
214,Matczuk Wieczorek i Wspólnicy Kancelaria Adwokatów i Radców Prawnych Spółka jawna,2011-11-07,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Filip Suchta,JPMorgan Asset Management Europe S.a.r.l.; Raiffeisen Kapitalanage Gesellschaft mBH; World Investment Opportunities SICAV,4/10/2012,31/12/2012,"Dostosowanie polskich regulacji prawnych z zakresu funduszy inwestycyjnych do regulacji europejskich w pełnym zakresie, oraz zapewnienie równorzędnego traktowania polskich funduszy inwestycyjnych, oraz funduszy zagranicznych",,,,,,,,,,,,,,,,,,,,,
214,Matczuk Wieczorek i Wspólnicy Kancelaria Adwokatów i Radców Prawnych Spółka jawna,2011-11-07,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Tomasz Matczuk,JPMorgan Asset Management (Europe) S.a r.l. European Bank and Business Centre,19/1/2016,31/12/2016,"Dostosowanie polskich regulacji prawnych z zakresu funduszy inwestycyjnych do regulacji europejskich w pełnym zakresie, zapewnienie jednolitych standardów traktowania zawiadujących funduszami inwestycyjnymi typu UCITS oraz alternatywnymi funduszami inwestycyjnymi",,,,,,,,,,,,,,,,,,,,,
214,Matczuk Wieczorek i Wspólnicy Kancelaria Adwokatów i Radców Prawnych Spółka jawna,2011-11-07,Nie,Nie dotyczy,Ministerstwo Finansów,Tak,Filip Suchta,JPMorgan Asset Management (Europe) S.a r.l. European Bank and Business Centre,20/1/2016,31/12/2016,"Dostosowanie polskich regulacji prawnych z zakresu funduszy inwestycyjnych do regulacji europejskich w pełnym zakresie, zapewnienie jednolitych standardów traktowania zawiadujących funduszami inwestycyjnymi typu UCITS oraz alternatywnymi funduszami inwestycyjnymi",,,,,,,,,,,,,,,,,,,,,
215,Sadowski Jędrzej,2011-11-29,Nie,Nie dotyczy,"Ministerstwo Sprawiedliwości, Ministerstwo Zdrowia",Tak,Jędrzej Sadowski,Instytut Bioinfobank sp. z o.o.,10/2/2015,31/12/2015,Druk 3107 i inne. Prawo stosowania medycznej marihuany w lecznictwie i zasady przyzwoitej legislacji. Postanowienie sygnalizacyjne TK SK 55/13. Uprawy konopi dla pacjentów. Uprawy konopi w celach naukowych pod nadzorem wojewódzkiego inspektora farmaceutycznego,,,,,,,,,,,,,,,,,,,,,
215,Sadowski Jędrzej,2011-11-29,Nie,Nie dotyczy,"Ministerstwo Sprawiedliwości, Ministerstwo Zdrowia",Tak,Jędrzej Sadowski,Instytut Bioinfobank sp. z o.o.,5/1/2016,31/12/2016,Narodowy system monitorowania stosowania w lecznictwie przetworów z konopi,,,,,,,,,,,,,,,,,,,,,
215,Sadowski Jędrzej,2011-11-29,Nie,Nie dotyczy,"Ministerstwo Sprawiedliwości, Ministerstwo Zdrowia",Tak,Jędrzej Sadowski,Instytut Bioinfobank sp. z o.o.,23/1/2017,31/12/2017,Dostępność tzw. medycznej marihuany,,,,,,,,,,,,,,,,,,,,,
216,Artur Sikorski,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Igor Bondarczuk,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Systherm Info Sp. z o.o.,2012-01-10,Nie,Nie dotyczy,Ministerstwo Cyfryzacji,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Jerzy Majewski Kancelaria Adwokacka & Kancelaria Lobbingu i Legislacji,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jerzy Majewski,Naczelna Rada Adwokacka,28/3/2013,31/12/2013,"Obrona praw obywateli do sądu; ochrona zasad samorządności zawodów zaufania publicznego, a w szczególności Adwokatury Polskiej; spójności polskiego systemu prawa cywilnego",,,,,,,,,,,,,,,,,,,,,
220,Janusz Piotr Słupek,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Dariusz Walczak,2012-01-10,Nie,Nie dotyczy,Ministerstwo Środowiska,Tak,Dariusz Walczak,"EIG PL Sp z o.o., Kancelarii konsultacje, Doradztwo Ekonomiczno Gospodarcze, Energii Odnawialnej, EIG-Buchalter Sp. z o.o., EIG-Wokulski Sp. z o.o., Paratechnica Sp z o.o. Biuro Rzeczoznawców, AVALIADOR, STADA Poland Sp. z o.o., TAURUS SEA POWER Sp. z o.o., UAB Miromax",7/1/2015,31/12/2015,"Regulacje z zakresu prawa energetycznego, komercjalizacji i przedsiębiorczości, systemu ubezpieczeń społecznych, ochrony zdrowia, ochrony środowiska, a także projektów aktów prawnych procedowanych obecnie przez Rząd RP",,,,,,,,,,,,,,,,,,,,,
221,Dariusz Walczak,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dariusz Walczak,"Centrum C68 Sp. z o.o., Kancelaria Konsultacje Doradztwo Ekonomiczno-Gospodarcze, Paratechnica Biuro Rzeczoznawców Sp. z o.o., Avaliador, Stada Poland Sp. z o.o., Taurus Sea Power Sp. z o.o., UAB Miromax",3/2/2016,31/12/2016,"Regulacje z zakresu prawa energetycznego, komercjalizacji i przedsiębiorczości, prawa łowieckiego, o broni i amunicji, systemu ubezpieczeń społecznych, ochrony zdrowia, ochrony środowiska, a także projektów aktów prawnych procedowanych obecnie przez Rząd RP",,,,,,,,,,,,,,,,,,,,,
221,Dariusz Walczak,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dariusz Walczak,"Stada Poland Sp. z o.o., Paratechnica Biuro Rzeczoznawców Sp. z o.o., Centrum C68 Sp. z o.o., CleanBacter Instytut Technologii Mikrobiologicznych Sp. z o.o., CleanErgy Sp. z o.o., CleanConcept Sp. z o.o., CleanWater Sp. z o.o., Fundacji Inwestuj w Siebie w Poznaniu",24/1/2018,31/12/2018,"Regulacje z zakresu prawa energetycznego, OZE, komercjalizacji i przedsiębiorczości, systemu ubezpieczeń społecznych, ochrony zdrowia, ochrony środowiska, prawa łowieckiego, o broni i amunicji, a także projektów aktów prawnych procedowanych przez Rząd RP",,,,,,,,,,,,,,,,,,,,,
221,Dariusz Walczak,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dariusz Walczak,"Centrum C68 Sp. z o.o., Stada Poland Sp. z o.o., Paratechnica Biuro Rzeczoznawców Sp. z o.o., Avaliador, CleanBacter ITM Sp. z o.o., RS-POL Sp. z o.o., Jatech Sp. z o.o., Fundacja im. Dobrego Pasterza.",27/12/2016,31/12/2017,"Regulacje z zakresu prawa energetycznego, OZE, komercjalizacji i przedsiębiorczości, systemu ubezpieczeń społecznych, ochrony zdrowia, ochrony środowiska, prawa łowieckiego, o broni i amunicji, a także projektów aktów prawnych procedowanych przez Rząd RP",,,,,,,,,,,,,,,,,,,,,
222,Europejska Autostrada Energetyczna,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Tomasz Siudziński,IWA Sp. z o.o.,2/2/2012,31/12/2012,Promowanie odnawialnych źródeł energii. Bezpieczeństwo energetyczne dla miasta Warszawy. Promocja zagadnień dorobku kultury materialnej a szczególnie transportu i motoryzacji,,,,,,,,,,,,,,,,,,,,,
222,Europejska Autostrada Energetyczna,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Katarzyna Świerszcz,IWA Sp. z o.o.,18/1/2012,31/12/2012,"Prawo energetyczne, ekologia",,,,,,,,,,,,,,,,,,,,,
222,Europejska Autostrada Energetyczna,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Juliusz Talarczyk,IWA Sp. z o.o.,19/3/2012,31/12/2012,Program zagwarantowania bezpieczeństwa energetycznego Rzeczpospolitej Polskiej,,,,,,,,,,,,,,,,,,,,,
222,Europejska Autostrada Energetyczna,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Stanisław Chodyna,Cech Rzemiosł Budowlanych,30/3/2016,31/12/2016,"Działalność lobbingowa budownictwa ogólnego, pasywnego i energooszczędnego na terenie Rzeczpospolitej Polskiej",,,,,,,,,,,,,,,,,,,,,
223,Waldemar Reszkowski,2012-01-10,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Waldemar Reszkowski,BACUS - Fundacja; Polski Związek Działkowców,6/2/2012,31/12/2012,"Prawa człowieka i obywatela ze szczególnym uwzględnieniem ochrony zdrowia, ochrony interesów konsumenckich, ochrony interesów lokatora. Integracja europejska",,,,,,,,,,,,,,,,,,,,,
224,Maciej Chęciński,2012-01-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Chęciński,United Nations Association-Poland,10/1/2013,31/12/2013,"Promowanie współpracy między państwami i narodami w duchu zrozumienia oraz wzajemnej tolerancji dla obyczajów i przekonań: szerzenie idei społeczeństwa obywatelskiego; promowanie idei, celów i działalności Organizacji Narodów Zjednoczonych oraz jej agend wyspecjalizowanych i innych ciał z systemu NZ; promowanie poszanowania praw człowieka i obywatela w Polsce i na świecie",,,,,,,,,,,,,,,,,,,,,
225,SUNRISE  P.H.U. Grzegorz Krzemieniecki,2012-01-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Arcturus Sp. z o.o.,2012-01-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Recall Dobrzyniecki&Partners Law Office Limited Liability Partnership,2012-02-07,Nie,Nie dotyczy,"Ministerstwo Sprawiedliwości, Ministerstwo Finansów",Tak,Katarzyna Cieśla,American Institute for Law and Finance LLC,20/5/2013,31/12/2013,Prawo międzynarodowe. Prawo prywatne międzynarodowe. Alternative dispute resolution. Prawo europejskie. Międzynarodowe prawo podatkowe. Prawo rynków kapitałowych,,,,,,,,,,,,,,,,,,,,,
227,Dobrzyniecki&Partners Law Office Limited Liability Partnership,2012-02-07,Nie,Nie dotyczy,Ministerstwo Sprawiedliwości,Tak,Andrzej Dobrzyniecki,American Institute for Law and Finance LLC,20/5/2013,31/12/2013,Prawo międzynarodowe. Prawo prywatne międzynarodowe. Alternative dispute resolution. Prawo europejskie. Międzynarodowe prawo podatkowe. Prawo rynków kapitałowych,,,,,,,,,,,,,,,,,,,,,
228,Ecovis Milczarek i Wspólnicy Kancelaria Prawna Spółka komandytowa,2012-02-13,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Marcin Małysz,2012-03-05,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"Radzikowski, Szubielska i Wspólnicy  Spółka komandytowa",2012-03-08,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Tamara Zimna Kancelaria Prawa Medycznego,2012-03-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Jerzy Spychała TELE–VAN,2012-03-15,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
233,SJ Consulting Jarosław J. Szczepański Spółka jawna,2012-03-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Peter Nielsen & Partners Law Office Spółka komandytowa,2012-03-21,Nie,Nie dotyczy,Ministerstwo Spraw Wewnętrznych i Administracji,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Kancelaria Adwokacka Piotr Kłosiński,2012-03-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Biuro Doradcze Sławomir Jeneralski,2012-03-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Medyczny Port Lotniczy Sp. z o.o.,2012-03-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Medyczny Port Lotniczy Sp. z o.o.,2012-03-26,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Jacek Młynarski,"IWA Sp. z o.o., szpitale i placówki lecznicze w tym Szpital Powiatowy w Mielcu, Centralny Szpital Kliniczny, Nowodworskie Centrum Medyczne, Black Falcon & Co",12/7/2012,31/12/2012,Obywatelski program ochrony zdrowia i życia ludzkiego.Zwalczanie skutków kataklizmów i katastrof. Powszechny dostęp obywateli Unii Europejskiej do zasobów wody. Zagwarantowanie niezależnych źródeł energii (także w celu zasilania energetycznego lotnisk) oraz transfer nowych technologii w tym medycznych,,,,,,,,,,,,,,,,,,,,,
238,Mieczysław Celejewski,2012-04-11,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Śliwiński,"IWA Sp. z o.o., szpitale i placówki lecznicze w tym Szpital Powiatowy w Mielcu, Centralny Szpital Kliniczny, Nowodworskie Centrum Medyczne, Black Falcon & Co",14/6/2012,31/12/2012,"Ochrona interesu prawnego w zakresie: Obywatelskiego programu ochrony zdrowia i życia ludzkiego, zwalczanie skutków kataklizmów i katastrof. Powszechnego dostępu obywateli Polski i Unii Europejskiej do stale kurczących się zasobów wody słodkiej. Zagwarantowania niezależnych źródeł zasilania energetycznego lotnisk oraz ośrodków medycznych w europejskim programie medycyny ratunkowej. Transfer nowych technologii",,,,,,,,,,,,,,,,,,,,,
239,Arkadiusz Szuba,2012-04-12,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
240,European Policy Consultants Sp. z o.o.,2012-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Wiktor Marian Baran,2012-04-19,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Wiktor Baran,"Fundacja ""Sławek"", ML Property, PCHW s.c. - Polskie Centrum Handlu z Wietnamem, COOP, WB Investments Sp. z o.o., VIA del Cro Development Sp. z o.o.",30/6/2015,31/12/2015,"Stanowienie prawa, reforma prawa w Polsce. Polityka zagraniczna Polski. Interes osób niepełnosprawnych. Reforma szkolnictwa. Kapitał zagraniczny w Polsce. System podatkowy. Sprawiedliwość społeczna",,,,,,,,,,,,,,,,,,,,,
242,Morski Dywizjon Lotniczy,2012-04-23,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Umo Sp. z. o.o.,2012-04-25,Nie,Nie dotyczy,Brak informacji o kontaktach,Nie,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Marek Ruszczak,"Amatorska Służba Radiokomunikacyjna, Liga Obrony Kraju, Chorągiew Stołeczna Związku Harcerstwa Polskiego, Polski Związek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",18/12/2013,31/12/2013,"Prawo telekomunikacyjne, oświatowe, prawo ochrony środowiska i innych praw stanowiących prace legislacyjne Sejmu Rzeczypospolitej Polskiej. Przepisy prawa dotyczące Amatorskiej Służby Radiokomunikacyjnej i organizacji pozarządowych zajmujących się amatorską służbą radiokomunikacyjną, łącznością służbową, edukacją dzieci i młodzieży, ochroną środowiska, ochroną zdrowia, prawem budowlanym, szkolnictwem wyższym, badaniami naukowymi, działaniem na rzecz podmiotów gospodarczych, sportu wyczynowego, sportu masowego, turystyki",,,,,,,,,,,,,,,,,,,,,
244,Fundacja OPOR,2012-04-27,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Włodzimierz Karczewski,"Amatorska Służba Radiokomunikacyjna, Liga Obrony Kraju, Chorągiew Stołeczna Związku Harcerstwa Polskiego, Polski Związek Radioorientacji Sportowej, Stowarzyszenie Krótkofalowców Regionu Łódzkiego, Stowarzyszenie Sympatyków Radia MANUFAKTURA",2/1/2015,31/12/2015,"Prawo telekomunikacyjne, prawo oświatowe, prawo ochrony środowiska i inne prawa stanowiące prace legislacyjne Sejmu RP i Senatu RP. Podmiot działa również w zakresie ochrony praw i rzecznictwa na rzecz: Służby Radiokomunikacyjnej Amatorskiej i organizacji pozarządowych działających w środowisku Służby Radiokomunikacyjnej Amatorskiej, łączności na wypadek zagrożeń w sytuacjach kryzysowych, łączności służbowej, edukacji dzieci i młodzieży, ochrony zdrowia.(....)",,,,,,,,,,,,,,,,,,,,,
