id,entityName,Euregister,category,ministries,parliamentActivity,representatives,clients,registerDate,expirationDate,subject,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,st18,st19,st20,st21
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7-4-2006,30-6-2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotycz¹ce ochrony zdrowia, gospodarka nieruchomoœciami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7-4-2006,30-6-2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotycz¹ce ochrony zdrowia, gospodarka nieruchomoœciami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7-4-2006,30-6-2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotycz¹ce ochrony zdrowia, gospodarka nieruchomoœciami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7-4-2006,30-6-2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotycz¹ce ochrony zdrowia, gospodarka nieruchomoœciami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,7-4-2006,30-6-2006,"Sektory: 1). Energetyczny 2). Zdrowotny 3). Podatkowy. Obszary w ramach sektorów: prawo energetyczne, prawo farmaceutyczne, ustawy ustrojowe dotycz¹ce ochrony zdrowia, gospodarka nieruchomoœciami. ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11-7-2006,3-10-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11-7-2006,3-10-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11-7-2006,3-10-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11-7-2006,3-10-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,11-7-2006,3-10-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28-9-2006,25-12-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28-9-2006,25-12-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28-9-2006,25-12-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Agnieszka Palej,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28-9-2006,25-12-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o,28-9-2006,25-12-2006,"Prawo energetyczne, biopaliwa, ochrona zdrowia, prawo farmaceutyczne, prawo podatkowe, prawo pracy",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,"Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28-12-2006,11-3-2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,1,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,"Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28-12-2006,11-3-2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,"Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28-12-2006,11-3-2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,"Izba Gospodarcza Ciep³ownictwo Polskie; Vattenfall Polska AB SA; Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o, Philip Morris Polska SA",28-12-2006,11-3-2007,"Prawo energetyczne, ochrona zdrowia, prawo podatkowe, prawo farmaceutyczne ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,8-3-2007,31-5-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,8-3-2007,31-5-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,8-3-2007,31-5-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,8-3-2007,31-5-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska ",,,,1,1,,,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,24-5-2007,15-8-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,24-5-2007,15-8-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,24-5-2007,15-8-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,24-5-2007,15-8-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,31-7-2007,22-10-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,31-7-2007,22-10-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,31-7-2007,22-10-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,31-7-2007,22-10-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekœciñski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,31-7-2007,22-10-2007,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domañska,Medicover Polska Sp. z o.o.; Zentiva PL Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska, obrona narodowa.",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekœciñski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie; Philip Morris Polska SA,16-10-2007,14-1-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa ",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekœciñski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,18-12-2007,11-3-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Magdalena Dobrzañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domañska,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekœciñski,Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie,10-3-2008,4-6-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domañska,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Maciej Sankowski,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Arkadiusz Sekœciñski,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",27-5-2008,25-8-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Dominika Domañska,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",18-8-2008,12-11-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Anna Kadzikiewicz,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",18-8-2008,12-11-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Piotr Ma³ecki,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",18-8-2008,12-11-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
15,Viewpoint Group,Nie,Nie dotyczy,Brak informacji o kontaktach,Tak,Mariusz Odziemczyk,"Medicover Polska Sp. z o.o.; Zentiva Pl Sp. z o.o.; Izba Gospodarcza Ciep³ownictwo Polskie, Philip Morris Polska Distribution Sp. Z o.o.",18-8-2008,12-11-2008,"Prawo energetyczne, ochrona zdrowia, prawo farmaceutyczne, ochrona œrodowiska,obrona narodowa",,,,1,1,,1,1,,1,,,,,,,,,,,
